订单ID,订单日期,发货日期,配送方式,区域,省份,客户ID,客户名称,客户类型,产品类别,产品名称,单价,数量,折扣率,销售额,利润,利润率,销售员,支付方式
ORD-202400525,2025-07-30,2025-08-03,标准快递,西南,贵阳,C01050,杨磊,个人消费者,食品饮料,乳制品,38.44,40,0.05,1460.72,319.75,0.2189,张明,支付宝
ORD-202400728,2025-07-30,2025-08-04,标准快递,华中,武汉,C01024,胡艳磊,企业客户,食品饮料,乳制品,75.54,12,0.15,770.51,141.62,0.1838,陈静,对公转账
ORD-202500535,2025-07-30,2025-07-31,专线物流,华中,南昌,C01095,刘丽,企业客户,办公用品,碎纸机,350.97,2,0.25,526.46,160.04,0.304,周伟,支付宝
ORD-202400562,2025-07-31,2025-08-03,标准快递,华东,宁波,C01160,胡洋强,教育机构,食品饮料,饼干,36.31,4,0.1,130.72,34.51,0.264,吴敏,银行卡
ORD-202500417,2025-07-31,2025-08-05,顺丰速运,华东,上海,C01192,杨芳,企业客户,食品饮料,饼干,130.02,19,0.3,1729.27,127.97,0.074,吴敏,货到付款
ORD-202400333,2025-08-01,2025-08-03,顺丰速运,西北,乌鲁木齐,C01187,徐强,企业客户,服装鞋帽,帽子,1392.07,40,0,55682.8,5278.73,0.0948,陈静,信用卡
ORD-202400798,2025-08-01,2025-08-03,京东物流,华东,合肥,C01134,朱超丽,企业客户,家居用品,暖风机,223.2,17,0.3,2656.08,756.98,0.285,张明,微信支付
ORD-202500957,2025-08-01,2025-08-03,京东物流,西北,西安,C01127,孙敏强,政府机构,服装鞋帽,T恤,1104.64,22,0.1,21871.87,-1132.96,-0.0518,张明,货到付款
ORD-202400019,2025-08-02,2025-08-09,顺丰速运,西北,西安,C01091,马超,政府机构,服装鞋帽,围巾,1018.62,19,0.05,18386.09,3184.47,0.1732,赵强,货到付款
ORD-202400238,2025-08-03,2025-08-05,标准快递,华北,天津,C01131,杨伟强,教育机构,办公用品,碎纸机,55.94,37,0,2069.78,5.8,0.0028,张明,支付宝
ORD-202400382,2025-08-03,2025-08-06,自提,东北,哈尔滨,C01165,黄勇,教育机构,食品饮料,咖啡,3.95,16,0.05,60.04,13.24,0.2205,陈静,银行卡
ORD-202500056,2025-08-03,2025-08-06,京东物流,华北,青岛,C01105,徐丽芳,政府机构,电子产品,智能手表,1379.63,3,0.25,3104.17,43.15,0.0139,孙磊,对公转账
ORD-202500617,2025-08-03,2025-08-10,顺丰速运,西北,兰州,C01086,李伟敏,个人消费者,电子产品,移动电源,6276.49,17,0.15,90695.28,-5269.4,-0.0581,王芳,支付宝
ORD-202400265,2025-08-04,2025-08-09,标准快递,华南,厦门,C01126,徐强敏,个人消费者,家居用品,扫地机器人,2964.38,32,0.25,71145.12,2781.77,0.0391,张明,支付宝
ORD-202500284,2025-08-04,2025-08-10,自提,华北,太原,C01075,吴涛,政府机构,食品饮料,果汁,61.09,48,0,2932.32,-99.99,-0.0341,赵强,银行卡
ORD-202500375,2025-08-04,2025-08-06,京东物流,华中,长沙,C01181,杨洋,企业客户,服装鞋帽,帽子,829.25,37,0.15,26079.91,6157.47,0.2361,周伟,银行卡
ORD-202500295,2025-08-05,2025-08-06,专线物流,西南,贵阳,C01163,刘超艳,个人消费者,电子产品,充电器,7097.81,50,0.05,337145.97,55629.09,0.165,张明,信用卡
ORD-202400464,2025-08-07,2025-08-13,专线物流,东北,长春,C01057,杨洋,教育机构,食品饮料,饼干,125.92,38,0.1,4306.46,-335.47,-0.0779,李华,货到付款
ORD-202500561,2025-08-07,2025-08-13,顺丰速运,西南,昆明,C01157,杨娜娟,教育机构,食品饮料,矿泉水,21.85,27,0.05,560.45,4.99,0.0089,赵强,微信支付
ORD-202500806,2025-08-07,2025-08-09,自提,华中,武汉,C01135,黄强敏,教育机构,家居用品,台灯,1013.4,43,0.3,30503.34,3379.77,0.1108,李华,货到付款
ORD-202500813,2025-08-07,2025-08-14,标准快递,华东,上海,C01170,陈娟洋,政府机构,家居用品,暖风机,1744.25,50,0.3,61048.75,14480.76,0.2372,刘洋,支付宝
ORD-202500856,2025-08-07,2025-08-11,自提,西南,昆明,C01012,吴强,个人消费者,食品饮料,矿泉水,109.2,4,0,436.8,7.34,0.0168,陈静,信用卡
ORD-202400428,2025-08-08,2025-08-10,顺丰速运,西南,重庆,C01098,徐勇磊,个人消费者,电子产品,充电器,2196.1,16,0.25,26353.2,2490.38,0.0945,王芳,微信支付
ORD-202400508,2025-08-08,2025-08-13,专线物流,西南,南宁,C01063,周超,个人消费者,电子产品,耳机,919.06,30,0,27571.8,8133.68,0.295,周伟,对公转账
ORD-202400973,2025-08-08,2025-08-10,京东物流,西南,成都,C01057,杨洋,教育机构,服装鞋帽,裤子,1032.44,47,0.25,36393.51,600.49,0.0165,刘洋,货到付款
ORD-202500001,2025-08-08,2025-08-13,顺丰速运,华北,青岛,C01033,李静,个人消费者,家居用品,加湿器,2796.41,18,0,50335.38,6780.18,0.1347,郑丽,信用卡
ORD-202500042,2025-08-08,2025-08-12,自提,华南,厦门,C01148,吴艳,企业客户,食品饮料,咖啡,124.4,26,0,3234.4,842.88,0.2606,周伟,微信支付
ORD-202500819,2025-08-08,2025-08-10,京东物流,华中,南昌,C01171,刘强,政府机构,办公用品,文件夹,270.39,43,0,11626.77,1219.65,0.1049,李华,对公转账
ORD-202400282,2025-08-09,2025-08-11,专线物流,华中,郑州,C01133,黄伟静,教育机构,电子产品,智能手表,7227.08,46,0,332445.68,41854.91,0.1259,郑丽,货到付款
ORD-202400763,2025-08-09,2025-08-15,专线物流,华东,苏州,C01161,陈伟洋,企业客户,办公用品,文件夹,403.67,38,0.3,10737.62,2379.46,0.2216,赵强,对公转账
ORD-202400053,2025-08-10,2025-08-14,自提,西北,银川,C01159,朱强,政府机构,办公用品,打印纸,205.49,21,0,4315.29,1124.56,0.2606,陈静,货到付款
ORD-202400608,2025-08-10,2025-08-11,自提,华中,武汉,C01101,孙涛静,个人消费者,电子产品,智能手表,5881.14,33,0,194077.62,17777.51,0.0916,李华,货到付款
ORD-202400757,2025-08-11,2025-08-12,京东物流,西北,乌鲁木齐,C01185,刘丽艳,政府机构,食品饮料,坚果零食,177.5,45,0.25,5990.62,1755.85,0.2931,张明,银行卡
ORD-202500317,2025-08-11,2025-08-14,专线物流,华东,合肥,C01058,胡伟娜,个人消费者,食品饮料,矿泉水,4.68,21,0.15,83.54,-2.7,-0.0323,陈静,货到付款
ORD-202400190,2025-08-12,2025-08-19,顺丰速运,华南,东莞,C01145,赵强,企业客户,食品饮料,茶叶,163.85,26,0.1,3834.09,-187.1,-0.0488,孙磊,对公转账
ORD-202400432,2025-08-12,2025-08-18,标准快递,西北,兰州,C01115,马强,个人消费者,办公用品,笔记本,165.92,33,0.2,4380.29,1088.94,0.2486,郑丽,信用卡
ORD-202500131,2025-08-12,2025-08-14,标准快递,东北,哈尔滨,C01068,赵杰娟,企业客户,食品饮料,饼干,14.16,45,0,637.2,103.35,0.1622,陈静,支付宝
ORD-202500772,2025-08-12,2025-08-19,自提,华北,太原,C01088,陈涛勇,企业客户,家居用品,扫地机器人,2823.6,35,0.3,69178.2,22171.61,0.3205,刘洋,微信支付
ORD-202400105,2025-08-13,2025-08-16,京东物流,西北,兰州,C01140,张敏磊,企业客户,服装鞋帽,裤子,1255.31,2,0.2,2008.5,602.55,0.3,刘洋,货到付款
ORD-202400478,2025-08-13,2025-08-17,顺丰速运,华东,上海,C01031,张娟超,企业客户,办公用品,笔记本,440.5,28,0.15,10483.9,3340.17,0.3186,郑丽,货到付款
ORD-202400910,2025-08-13,2025-08-19,顺丰速运,华东,南京,C01094,赵丽超,政府机构,电子产品,耳机,4308.04,25,0.15,91545.85,4009.71,0.0438,郑丽,对公转账
ORD-202400045,2025-08-14,2025-08-19,京东物流,华南,深圳,C01196,刘勇勇,教育机构,食品饮料,咖啡,169.91,23,0.25,2930.95,191.68,0.0654,赵强,对公转账
ORD-202400109,2025-08-14,2025-08-20,标准快递,华北,天津,C01128,陈超,企业客户,家居用品,加湿器,2988.03,30,0.2,71712.72,21198.28,0.2956,周伟,支付宝
ORD-202400214,2025-08-14,2025-08-20,京东物流,华北,青岛,C01192,杨芳,企业客户,食品饮料,坚果零食,92.04,41,0,3773.64,306.8,0.0813,陈静,货到付款
ORD-202400558,2025-08-14,2025-08-18,专线物流,东北,大连,C01010,马伟娟,个人消费者,服装鞋帽,外套,851.13,35,0.3,20852.68,1357.51,0.0651,陈静,信用卡
ORD-202500893,2025-08-14,2025-08-19,自提,华北,太原,C01043,赵芳,企业客户,电子产品,移动电源,2221.92,9,0.15,16997.69,4361.61,0.2566,王芳,支付宝
ORD-202400144,2025-08-15,2025-08-16,标准快递,华东,苏州,C01121,周强,教育机构,办公用品,白板,36.56,4,0,146.24,50.28,0.3438,周伟,银行卡
ORD-202400009,2025-08-16,2025-08-22,自提,华中,长沙,C01097,刘丽芳,政府机构,食品饮料,饼干,98.42,22,0.25,1623.93,395.1,0.2433,赵强,银行卡
ORD-202400057,2025-08-16,2025-08-20,专线物流,西北,乌鲁木齐,C01071,黄艳,个人消费者,办公用品,文件夹,222.68,31,0.2,5522.46,1016.68,0.1841,陈静,支付宝
ORD-202500280,2025-08-16,2025-08-23,顺丰速运,东北,沈阳,C01124,胡娜娟,教育机构,家居用品,空气净化器,1256.29,22,0,27638.38,8590.01,0.3108,李华,银行卡
ORD-202500106,2025-08-17,2025-08-22,顺丰速运,华北,天津,C01101,孙涛静,个人消费者,服装鞋帽,帽子,1804.83,19,0,34291.77,8226.6,0.2399,张明,信用卡
ORD-202500122,2025-08-17,2025-08-20,标准快递,西南,南宁,C01171,刘强,政府机构,食品饮料,矿泉水,11.85,47,0,556.95,2.39,0.0043,吴敏,信用卡
ORD-202500884,2025-08-17,2025-08-20,专线物流,华南,广州,C01190,张强敏,教育机构,办公用品,签字笔,499.33,44,0.1,19773.47,5012.57,0.2535,周伟,对公转账
ORD-202400385,2025-08-18,2025-08-23,顺丰速运,华中,合肥,C01199,徐丽,政府机构,家居用品,台灯,1668.23,35,0.25,43791.04,4922.11,0.1124,周伟,银行卡
ORD-202500495,2025-08-19,2025-08-23,专线物流,华东,南京,C01039,周丽艳,企业客户,电子产品,耳机,7059.09,33,0,232949.97,18333.16,0.0787,郑丽,支付宝
ORD-202500994,2025-08-19,2025-08-25,专线物流,西南,重庆,C01018,黄磊,政府机构,电子产品,移动电源,281.91,16,0.25,3382.92,911.7,0.2695,周伟,信用卡
ORD-202400719,2025-08-20,2025-08-21,标准快递,西南,南宁,C01085,朱静,教育机构,家居用品,加湿器,2763.63,16,0.2,35374.46,7237.61,0.2046,李华,银行卡
ORD-202400978,2025-08-20,2025-08-21,顺丰速运,西北,银川,C01114,朱涛强,企业客户,办公用品,碎纸机,314.98,39,0.25,9213.17,-66.33,-0.0072,刘洋,银行卡
ORD-202500286,2025-08-20,2025-08-23,顺丰速运,华南,厦门,C01159,朱强,政府机构,电子产品,平板电脑,2945.09,33,0.25,72890.98,6020.79,0.0826,王芳,银行卡
ORD-202400163,2025-08-21,2025-08-26,自提,西北,银川,C01063,周超,个人消费者,办公用品,文件夹,102.11,15,0.15,1301.9,203.62,0.1564,陈静,对公转账
ORD-202400691,2025-08-21,2025-08-27,自提,华中,长沙,C01113,刘勇杰,个人消费者,食品饮料,咖啡,31.42,12,0.05,358.19,120.53,0.3365,郑丽,银行卡
ORD-202500074,2025-08-21,2025-08-28,京东物流,华中,南昌,C01072,周强勇,企业客户,电子产品,耳机,4244.33,37,0.2,125632.17,24824.92,0.1976,吴敏,货到付款
ORD-202500265,2025-08-21,2025-08-23,专线物流,西南,昆明,C01073,胡静,企业客户,服装鞋帽,裤子,860.02,49,0,42140.98,10033.77,0.2381,吴敏,货到付款
ORD-202500438,2025-08-21,2025-08-26,京东物流,华南,佛山,C01022,徐洋磊,企业客户,电子产品,智能手表,7575.5,37,0.1,252264.15,75300.85,0.2985,王芳,支付宝
ORD-202400788,2025-08-22,2025-08-29,标准快递,西南,昆明,C01102,杨超,政府机构,电子产品,笔记本电脑,5926.5,37,0,219280.5,7740.6,0.0353,孙磊,微信支付
ORD-202400419,2025-08-23,2025-08-30,京东物流,华东,苏州,C01059,杨敏超,政府机构,电子产品,平板电脑,587.06,41,0.05,22865.99,4678.38,0.2046,陈静,信用卡
ORD-202400923,2025-08-23,2025-08-28,自提,西南,贵阳,C01166,徐娟洋,个人消费者,办公用品,白板,373.95,38,0,14210.1,1034.5,0.0728,郑丽,银行卡
ORD-202500789,2025-08-23,2025-08-29,顺丰速运,华南,广州,C01018,黄磊,政府机构,家居用品,收纳盒,1938.67,8,0.1,13958.42,4059.11,0.2908,陈静,支付宝
ORD-202400841,2025-08-24,2025-08-25,专线物流,西南,成都,C01155,朱洋芳,政府机构,家居用品,收纳盒,2932.41,22,0.3,45159.11,8282.18,0.1834,周伟,对公转账
ORD-202500287,2025-08-24,2025-08-31,顺丰速运,西南,昆明,C01124,胡娜娟,教育机构,服装鞋帽,外套,787.06,32,0,25185.92,7351.77,0.2919,周伟,信用卡
ORD-202500666,2025-08-24,2025-08-28,标准快递,华东,南京,C01157,杨娜娟,教育机构,服装鞋帽,裤子,1791.55,6,0.1,9674.37,3053.23,0.3156,刘洋,支付宝
ORD-202400678,2025-08-25,2025-08-26,顺丰速运,华北,太原,C01173,赵娟洋,政府机构,服装鞋帽,裤子,678.72,7,0.2,3800.83,-209.05,-0.055,吴敏,银行卡
ORD-202500146,2025-08-25,2025-08-29,自提,华北,北京,C01098,徐勇磊,个人消费者,电子产品,平板电脑,6843.87,25,0.2,136877.4,-12524.28,-0.0915,张明,信用卡
ORD-202400780,2025-08-26,2025-08-27,标准快递,华中,武汉,C01066,王超,个人消费者,办公用品,签字笔,94.35,2,0.25,141.52,6.06,0.0428,李华,支付宝
ORD-202500094,2025-08-26,2025-08-30,自提,华北,石家庄,C01032,周超芳,企业客户,家居用品,台灯,1751.16,45,0.1,70921.98,19531.91,0.2754,郑丽,信用卡
ORD-202400911,2025-08-27,2025-08-29,顺丰速运,华东,苏州,C01076,胡杰,政府机构,电子产品,耳机,6826.28,21,0,143351.88,38317.96,0.2673,吴敏,信用卡
ORD-202500621,2025-08-27,2025-09-01,专线物流,西南,重庆,C01152,孙涛,个人消费者,食品饮料,乳制品,190.11,3,0.2,456.26,152.35,0.3339,孙磊,银行卡
ORD-202500828,2025-08-27,2025-08-28,顺丰速运,华中,长沙,C01067,吴芳磊,政府机构,家居用品,收纳盒,2584.23,34,0,87863.82,4753.43,0.0541,张明,货到付款
ORD-202400564,2025-08-28,2025-09-03,标准快递,华南,福州,C01136,张磊静,企业客户,食品饮料,茶叶,162.14,17,0.05,2618.56,309.51,0.1182,李华,银行卡
ORD-202400591,2025-08-28,2025-08-29,自提,东北,沈阳,C01052,赵强强,企业客户,电子产品,智能手表,4780.07,40,0.05,181642.66,-13005.61,-0.0716,周伟,银行卡
ORD-202500676,2025-08-28,2025-09-02,自提,华北,太原,C01115,马强,个人消费者,家居用品,扫地机器人,2991.74,35,0.3,73297.63,-219.89,-0.003,郑丽,微信支付
ORD-202500932,2025-08-28,2025-09-01,顺丰速运,华南,东莞,C01153,陈勇磊,个人消费者,食品饮料,乳制品,18.27,30,0.15,465.88,-41.7,-0.0895,张明,微信支付
ORD-202500210,2025-08-29,2025-09-03,顺丰速运,华北,青岛,C01060,杨娟娟,企业客户,服装鞋帽,围巾,1823.0,14,0,25522.0,-2521.57,-0.0988,郑丽,支付宝
ORD-202400586,2025-08-30,2025-09-01,标准快递,华中,南昌,C01116,赵洋,教育机构,电子产品,移动电源,4347.39,20,0.2,69558.24,9759.02,0.1403,陈静,支付宝
ORD-202400656,2025-08-30,2025-08-31,专线物流,华中,武汉,C01032,周超芳,企业客户,办公用品,打印纸,37.79,43,0,1624.97,389.18,0.2395,郑丽,微信支付
ORD-202500531,2025-08-30,2025-09-06,自提,西北,西安,C01145,赵强,企业客户,服装鞋帽,裤子,184.74,12,0.2,1773.5,41.85,0.0236,张明,对公转账
ORD-202500283,2025-08-31,2025-09-01,京东物流,东北,大连,C01183,赵芳勇,企业客户,家居用品,电风扇,886.64,15,0.1,11969.64,1838.54,0.1536,王芳,银行卡
ORD-202500348,2025-08-31,2025-09-01,自提,华东,苏州,C01041,杨杰杰,教育机构,家居用品,收纳盒,1458.37,11,0.05,15239.97,1159.76,0.0761,郑丽,信用卡
ORD-202500598,2025-08-31,2025-09-07,自提,华南,深圳,C01186,吴艳,企业客户,电子产品,智能手表,3893.0,22,0.25,64234.5,2267.48,0.0353,郑丽,支付宝
ORD-202400284,2025-09-01,2025-09-04,专线物流,华北,青岛,C01071,黄艳,个人消费者,电子产品,智能手机,3135.39,26,0.25,61140.1,2861.36,0.0468,张明,信用卡
ORD-202400483,2025-09-01,2025-09-06,自提,西南,成都,C01022,徐洋磊,企业客户,家居用品,加湿器,890.66,26,0,23157.16,-937.86,-0.0405,张明,对公转账
ORD-202400879,2025-09-01,2025-09-06,专线物流,华南,厦门,C01144,赵杰,个人消费者,家居用品,空气净化器,1159.94,20,0.2,18559.04,510.37,0.0275,李华,信用卡
ORD-202500964,2025-09-01,2025-09-06,标准快递,华东,南京,C01017,吴杰,企业客户,服装鞋帽,围巾,764.01,2,0.05,1451.62,290.18,0.1999,周伟,支付宝
ORD-202400503,2025-09-02,2025-09-04,自提,华南,福州,C01155,朱洋芳,政府机构,电子产品,平板电脑,681.83,50,0.2,27273.2,-1082.75,-0.0397,陈静,货到付款
ORD-202500255,2025-09-02,2025-09-03,顺丰速运,华北,青岛,C01025,李勇,个人消费者,电子产品,耳机,5922.51,16,0,94760.16,-5894.08,-0.0622,王芳,货到付款
ORD-202500742,2025-09-02,2025-09-04,顺丰速运,华北,北京,C01013,徐强涛,个人消费者,服装鞋帽,背包,229.54,32,0.2,5876.22,1852.77,0.3153,郑丽,对公转账
ORD-202400119,2025-09-03,2025-09-07,专线物流,华北,青岛,C01135,黄强敏,教育机构,服装鞋帽,帽子,493.71,4,0.3,1382.39,160.63,0.1162,王芳,信用卡
ORD-202400181,2025-09-03,2025-09-08,顺丰速运,东北,哈尔滨,C01144,赵杰,个人消费者,食品饮料,矿泉水,60.49,25,0,1512.25,342.07,0.2262,孙磊,对公转账
ORD-202400362,2025-09-03,2025-09-04,专线物流,东北,哈尔滨,C01082,张静,政府机构,食品饮料,乳制品,115.82,23,0,2663.86,673.42,0.2528,王芳,微信支付
ORD-202400654,2025-09-03,2025-09-08,顺丰速运,东北,哈尔滨,C01178,朱伟艳,教育机构,家居用品,暖风机,934.91,48,0,44875.68,4.49,0.0001,赵强,货到付款
ORD-202400783,2025-09-03,2025-09-08,专线物流,华南,佛山,C01119,胡涛,教育机构,服装鞋帽,背包,1033.62,8,0.1,7442.06,-541.04,-0.0727,李华,信用卡
ORD-202500031,2025-09-03,2025-09-05,顺丰速运,华东,宁波,C01118,黄磊,个人消费者,服装鞋帽,帽子,332.0,43,0.1,12848.4,-1202.61,-0.0936,陈静,信用卡
ORD-202500236,2025-09-03,2025-09-09,标准快递,西南,重庆,C01014,朱强,教育机构,服装鞋帽,背包,322.12,43,0.1,12466.04,3177.59,0.2549,王芳,银行卡
ORD-202500667,2025-09-04,2025-09-09,标准快递,西北,兰州,C01179,黄洋,个人消费者,电子产品,智能手表,5527.52,35,0,193463.2,37880.09,0.1958,赵强,信用卡
ORD-202400413,2025-09-05,2025-09-10,标准快递,西南,重庆,C01041,杨杰杰,教育机构,服装鞋帽,运动鞋,1364.35,24,0.05,31107.18,6059.68,0.1948,周伟,银行卡
ORD-202400575,2025-09-05,2025-09-11,专线物流,华东,宁波,C01166,徐娟洋,个人消费者,电子产品,智能手机,6858.7,9,0.15,52469.05,10252.45,0.1954,李华,微信支付
ORD-202400810,2025-09-05,2025-09-12,标准快递,西北,西安,C01087,胡静,个人消费者,食品饮料,坚果零食,94.45,28,0.3,1851.22,330.81,0.1787,孙磊,信用卡
ORD-202500199,2025-09-05,2025-09-09,顺丰速运,东北,沈阳,C01081,徐磊丽,个人消费者,办公用品,白板,108.57,36,0.2,3126.82,454.95,0.1455,吴敏,银行卡
ORD-202500569,2025-09-05,2025-09-10,标准快递,东北,大连,C01041,杨杰杰,教育机构,电子产品,智能手表,2948.35,49,0.05,137245.69,-8166.12,-0.0595,孙磊,对公转账
ORD-202400271,2025-09-08,2025-09-11,京东物流,东北,大连,C01061,赵敏,个人消费者,服装鞋帽,T恤,1876.54,10,0.1,16888.86,3975.64,0.2354,王芳,银行卡
ORD-202500140,2025-09-08,2025-09-14,京东物流,华南,东莞,C01020,朱伟涛,教育机构,家居用品,电风扇,1211.52,43,0,52095.36,10184.64,0.1955,赵强,对公转账
ORD-202500358,2025-09-08,2025-09-09,专线物流,西南,成都,C01173,赵娟洋,政府机构,服装鞋帽,T恤,279.07,49,0.05,12990.71,809.32,0.0623,周伟,信用卡
ORD-202400359,2025-09-09,2025-09-11,专线物流,东北,大连,C01045,赵芳,政府机构,办公用品,签字笔,92.83,44,0,4084.52,-64.94,-0.0159,周伟,支付宝
ORD-202400983,2025-09-09,2025-09-10,标准快递,华中,南昌,C01198,吴敏,企业客户,电子产品,智能手机,6621.17,49,0,324437.33,-13139.71,-0.0405,王芳,银行卡
ORD-202500354,2025-09-09,2025-09-14,标准快递,东北,哈尔滨,C01164,周强,教育机构,家居用品,扫地机器人,2554.4,32,0.15,69479.68,6239.28,0.0898,刘洋,银行卡
ORD-202400338,2025-09-10,2025-09-15,标准快递,西北,乌鲁木齐,C01094,赵丽超,政府机构,服装鞋帽,帽子,453.36,43,0.2,15595.58,5110.67,0.3277,吴敏,微信支付
ORD-202400292,2025-09-11,2025-09-17,标准快递,华东,杭州,C01096,张杰强,政府机构,食品饮料,咖啡,182.95,27,0.2,3951.72,955.53,0.2418,王芳,对公转账
ORD-202500214,2025-09-11,2025-09-18,京东物流,华南,深圳,C01178,朱伟艳,教育机构,办公用品,白板,75.73,28,0.25,1590.33,156.97,0.0987,李华,货到付款
ORD-202500478,2025-09-11,2025-09-16,专线物流,华南,福州,C01050,杨磊,个人消费者,家居用品,电风扇,1827.09,19,0,34714.71,8019.1,0.231,刘洋,对公转账
ORD-202400746,2025-09-12,2025-09-16,京东物流,华东,苏州,C01092,李涛,教育机构,食品饮料,茶叶,49.24,36,0,1772.64,619.89,0.3497,王芳,银行卡
ORD-202500457,2025-09-12,2025-09-18,京东物流,华东,合肥,C01123,吴丽娟,教育机构,办公用品,白板,420.66,29,0.1,10979.23,2569.14,0.234,刘洋,信用卡
ORD-202500544,2025-09-12,2025-09-19,顺丰速运,东北,大连,C01194,张娜涛,政府机构,家居用品,加湿器,1856.24,33,0.15,52067.53,9929.28,0.1907,郑丽,微信支付
ORD-202500724,2025-09-12,2025-09-19,标准快递,华东,合肥,C01047,赵勇娜,企业客户,办公用品,订书机,292.52,5,0.1,1316.34,37.65,0.0286,吴敏,货到付款
ORD-202400107,2025-09-13,2025-09-15,专线物流,华北,青岛,C01095,刘丽,企业客户,办公用品,白板,494.07,23,0.15,9659.07,-397.95,-0.0412,李华,对公转账
ORD-202400226,2025-09-13,2025-09-18,自提,华南,福州,C01062,孙静,教育机构,食品饮料,茶叶,130.3,16,0.2,1667.84,122.75,0.0736,郑丽,货到付款
ORD-202500050,2025-09-13,2025-09-20,专线物流,华东,上海,C01041,杨杰杰,教育机构,办公用品,笔记本,244.54,40,0.3,6847.12,998.99,0.1459,刘洋,货到付款
ORD-202500609,2025-09-13,2025-09-15,京东物流,西北,乌鲁木齐,C01116,赵洋,教育机构,电子产品,智能手表,6824.64,43,0,293459.52,62418.84,0.2127,刘洋,对公转账
ORD-202500707,2025-09-13,2025-09-15,京东物流,华南,厦门,C01165,黄勇,教育机构,电子产品,充电器,5446.32,32,0.05,165568.13,-6523.38,-0.0394,张明,微信支付
ORD-202400935,2025-09-14,2025-09-15,自提,华东,杭州,C01104,陈磊芳,政府机构,办公用品,碎纸机,197.83,23,0.25,3412.57,506.08,0.1483,王芳,对公转账
ORD-202400300,2025-09-15,2025-09-18,京东物流,华北,青岛,C01067,吴芳磊,政府机构,电子产品,智能手表,557.5,18,0.1,9031.5,2598.36,0.2877,王芳,微信支付
ORD-202400323,2025-09-15,2025-09-17,自提,东北,哈尔滨,C01141,黄静静,政府机构,服装鞋帽,运动鞋,747.95,27,0.1,18175.19,-505.27,-0.0278,吴敏,微信支付
ORD-202400349,2025-09-15,2025-09-21,自提,东北,大连,C01036,张强,个人消费者,办公用品,签字笔,481.98,19,0.2,7326.1,1920.9,0.2622,孙磊,对公转账
ORD-202500904,2025-09-15,2025-09-22,顺丰速运,华南,东莞,C01085,朱静,教育机构,服装鞋帽,帽子,1668.0,18,0.3,21016.8,6351.28,0.3022,张明,银行卡
ORD-202500300,2025-09-16,2025-09-18,顺丰速运,西南,重庆,C01157,杨娜娟,教育机构,办公用品,文件夹,99.99,26,0,2599.74,737.29,0.2836,孙磊,银行卡
ORD-202500384,2025-09-16,2025-09-17,顺丰速运,西北,乌鲁木齐,C01106,徐磊静,政府机构,服装鞋帽,T恤,1560.51,5,0.3,5461.78,-389.97,-0.0714,赵强,货到付款
ORD-202400750,2025-09-17,2025-09-22,顺丰速运,东北,沈阳,C01093,朱伟丽,企业客户,服装鞋帽,T恤,1039.25,11,0,11431.75,3336.93,0.2919,刘洋,货到付款
ORD-202400898,2025-09-17,2025-09-18,标准快递,华北,石家庄,C01036,张强,个人消费者,电子产品,智能手机,3682.51,45,0.15,140856.01,31875.72,0.2263,李华,对公转账
ORD-202400404,2025-09-18,2025-09-21,专线物流,西北,银川,C01144,赵杰,个人消费者,家居用品,加湿器,1669.75,36,0.2,48088.8,-942.54,-0.0196,刘洋,信用卡
ORD-202400597,2025-09-18,2025-09-19,标准快递,西北,乌鲁木齐,C01136,张磊静,企业客户,办公用品,签字笔,7.26,16,0.05,110.35,-5.2,-0.0471,陈静,对公转账
ORD-202400427,2025-09-19,2025-09-22,京东物流,华北,天津,C01103,张娟,企业客户,食品饮料,坚果零食,44.47,45,0.1,1801.03,115.81,0.0643,王芳,信用卡
ORD-202400658,2025-09-19,2025-09-21,顺丰速运,西南,南宁,C01184,马勇磊,教育机构,电子产品,智能手机,6565.71,49,0,321719.79,44397.33,0.138,王芳,银行卡
ORD-202500418,2025-09-19,2025-09-22,顺丰速运,华北,青岛,C01093,朱伟丽,企业客户,食品饮料,坚果零食,184.13,10,0.2,1473.04,208.29,0.1414,刘洋,微信支付
ORD-202500205,2025-09-20,2025-09-26,顺丰速运,华北,济南,C01185,刘丽艳,政府机构,服装鞋帽,外套,970.61,14,0.1,12229.69,3879.26,0.3172,孙磊,微信支付
ORD-202500333,2025-09-20,2025-09-26,顺丰速运,西北,西安,C01132,胡涛,教育机构,食品饮料,坚果零食,150.5,37,0.05,5290.07,-229.59,-0.0434,赵强,微信支付
ORD-202500693,2025-09-20,2025-09-25,顺丰速运,华中,合肥,C01135,黄强敏,教育机构,办公用品,碎纸机,499.38,50,0.3,17478.3,4376.57,0.2504,李华,微信支付
ORD-202500827,2025-09-20,2025-09-22,标准快递,华中,长沙,C01114,朱涛强,企业客户,服装鞋帽,裤子,591.97,11,0.3,4558.17,814.54,0.1787,周伟,信用卡
ORD-202400313,2025-09-21,2025-09-25,京东物流,西北,银川,C01052,赵强强,企业客户,食品饮料,坚果零食,193.17,25,0,4829.25,-400.83,-0.083,陈静,支付宝
ORD-202400800,2025-09-21,2025-09-24,自提,西北,银川,C01083,李娟洋,个人消费者,电子产品,智能手表,5145.68,42,0,216118.56,61420.89,0.2842,刘洋,信用卡
